source,target,relationship_type,method,confidence,evidence
62/2025/TT-NHNN,44/2011/TT-NHNN,THAY_THE_BOI,rule,0.8," kiểm toán nội bộ được giao. Chương V ĐIỀU KHOẢN THI HÀNH Điều 56. Điều khoản thi hành 1. Thông tư này có hiệu lực từ ngày 01 tháng 01 năm 2027. 2. Thông tư này bãi bỏ Thông tư số 44/2011/TT-NHNN ngày 29 tháng 12 năm 2011 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài. Điều 57. Trách nhiệm tổ chức thực hiện "
52/VBHN-NHNN,56/2024/TT-NHNN,THAM_CHIEU,rule,0.7," lập - Tự do - Hạnh phúc THÔNG TƯ Quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài Thông tư số 56/2024/TT-NHNN ngày 24 tháng 12 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài, có hiệu lực kể t"
17/VBHN-BTC,156/2020/NĐ-CP,SUA_DOI_BO_SUNG,rule,0.8,"Ủ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc __________________ NGHỊ ĐỊNH [1] Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán Nghị định số 156/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán, có hiệu lực thi hành kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: Nghị địn"
73/2016/NĐ-CP,Chính phủ,BAN_HANH_BOI,metadata,1.0,metadata.csv: Chính phủ
73/2016/NĐ-CP,Nguyễn Xuân Phúc,KY_BOI,metadata,1.0,metadata.csv: Nguyễn Xuân Phúc
73/2016/NĐ-CP,Chưa phân loại,THUOC_LINH_VUC,metadata,1.0,metadata.csv: Chưa phân loại
73/2016/NĐ-CP,"các cổ đông (hoặc thành viên) đã sở hữu từ 10% vốn điều lệ trở lên của doanh nghiệp bảo hiểm, doanh nghiệp môi giới bảo hiểm trước khi tăng vốn và không áp dụng đối với trường hợp",AP_DUNG_CHO,rule,0.85,"ệu chứng minh các cổ đông (hoặc thành viên) này đáp ứng điều kiện quy định tại Điều 7, Điều 8, Điều 9 Nghị định này (tương ứng với từng loại hình doanh nghiệp). Quy định này không áp dụng đối với các cổ đông (hoặc thành viên) đã sở hữu từ 10% vốn điều lệ trở lên của doanh nghiệp bảo hiểm, doanh nghiệp môi giới bảo hiểm trước khi tăng vốn và không áp dụng đối với trường hợp tăng vốn điều lệ theo phương thức chào bán cổ phần ra công chúng, chào bán cổ phần của công ty cổ phần niêm yết và đại chúng. 2. Hồ sơ đề nghị Bộ Tài chính chấp thuận về nguyên tắc để giảm vốn điều lệ (đối với doanh nghi"
73/2016/NĐ-CP,trường hợp chuyển nhượng dưới 10% vốn điều lệ),AP_DUNG_CHO,rule,0.85,"yền và lợi ích hợp pháp của bên mua bảo hiểm, người lao động và Nhà nước; b) Tuân thủ các quy định pháp luật có liên quan; c) Có sự chấp thuận bằng văn bản của Bộ Tài chính (không áp dụng đối với trường hợp chuyển nhượng dưới 10% vốn điều lệ); d) Tổ chức, cá nhân dự kiến góp vốn vào doanh nghiệp bảo hiểm, chi nhánh nước ngoài, doanh nghiệp môi giới bảo hiểm sau khi chia, tách, hợp nhất, sáp nhập, chuyển đổi hình thức, chuyển nhượng cổ phần, phần vốn góp phải"
73/2016/NĐ-CP,chi nhánh nước ngoài),AP_DUNG_CHO,rule,0.85,"a hạn; b) Tự nguyện giải thể, chấm dứt hoạt động nếu có khả năng thanh toán các khoản nợ; c) Bị thu hồi Giấy phép; d) Mất khả năng thanh toán theo quyết định của Bộ Tài chính (chỉ áp dụng đối với chi nhánh nước ngoài); đ) Doanh nghiệp bảo hiểm phi nhân thọ nước ngoài bị rút Giấy phép, hết thời hạn hoạt động hoặc bị giải thể, phá sản (chỉ áp dụng đối với chi nhánh nước ngoài). 2. Hồ sơ giải thể của doanh nghiệp bảo hiểm, doanh nghiệp"
73/2016/NĐ-CP,việc gửi tiền vào các tổ chức tín dụng và nguồn vốn đầu tư ra nước ngoài dưới hình thức thành lập doanh nghiệp hoặc thành lập chi nhánh tại nước ngoài),AP_DUNG_CHO,rule,0.85,"iên) là tổ chức tín dụng; d) Không được đầu tư quá 30% nguồn vốn đầu tư vào các công ty trong cùng một tập đoàn hay một nhóm công ty có quan hệ sở hữu lẫn nhau (quy định này không áp dụng đối với việc gửi tiền vào các tổ chức tín dụng và nguồn vốn đầu tư ra nước ngoài dưới hình thức thành lập doanh nghiệp hoặc thành lập chi nhánh tại nước ngoài); đ) Trường hợp ủy thác đầu tư, tổ chức nhận ủy thác phải được cơ quan có thẩm quyền cấp phép thực hiện hoạt động nhận ủy thác đầu tư phù hợp với nội dung nhận ủy thác đầu tư. Điều 60. Đầu tư từ nguồn vốn chủ sở hữu 1. V"
73/2016/NĐ-CP,năm tài chính,AP_DUNG_CHO,rule,0.85,"(trừ doanh nghiệp tái bảo hiểm) phải trích nộp Quỹ bảo vệ người được bảo hiểm. 2. Trước ngày 30 tháng 4 hàng năm, Bộ Tài chính công bố mức trích nộp Quỹ bảo vệ người được bảo hiểm áp dụng cho năm tài chính. Mức trích nộp tối đa không vượt quá 0,3% tổng doanh thu phí bảo hiểm giữ lại của các hợp đồng bảo hiểm gốc trong năm tài chính trước liền kề của doanh nghiệp bảo hiểm, chi nhánh nước ngoài. 3. Trước ngày 30 tháng 6 hàn"
73/2016/NĐ-CP,"từng người được bảo hiểm, trừ trường hợp giữa những người được bảo hiểm và doanh nghiệp bảo hiểm có thỏa thuận khác tại hợp đồng bảo hiểm",AP_DUNG_CHO,rule,0.85,"ản; đ) Trong trường hợp hợp đồng bảo hiểm nhân thọ có nhiều người được bảo hiểm, hạn mức chi trả tối đa của Quỹ quy định tại điểm a, điểm b, điểm c và điểm d khoản 1 Điều này được áp dụng đối với từng người được bảo hiểm, trừ trường hợp giữa những người được bảo hiểm và doanh nghiệp bảo hiểm có thỏa thuận khác tại hợp đồng bảo hiểm. 2. Đối với hợp đồng bảo hiểm sức khỏe: a) Quỹ chi trả tối đa 90% mức trách nhiệm của doanh nghiệp bảo hiểm, chi nhánh nước ngoài nhưng không quá 200 triệu đồng/người được bảo hiểm/hợp đồng; b) Trong trường hợp hợp đồng"
73/2016/NĐ-CP,"từng người được bảo hiểm, trừ trường hợp giữa những người được bảo hiểm và doanh nghiệp bảo hiểm, chi nhánh nước ngoài có thỏa thuận khác tại hợp đồng bảo hiểm",AP_DUNG_CHO,rule,0.85,"người được bảo hiểm/hợp đồng; b) Trong trường hợp hợp đồng bảo hiểm sức khỏe có nhiều người được bảo hiểm, hạn mức chi trả tối đa của Quỹ quy định tại điểm a khoản 2 Điều này được áp dụng đối với từng người được bảo hiểm, trừ trường hợp giữa những người được bảo hiểm và doanh nghiệp bảo hiểm, chi nhánh nước ngoài có thỏa thuận khác tại hợp đồng bảo hiểm. 3. Đối với hợp đồng bảo hiểm phi nhân thọ: a) Đối với hợp đồng bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới, Quỹ chi trả tối đa mức trách nhiệm của doanh nghiệp bảo hiểm, chi nhánh nước ngoài thuộc phạm vi b"
73/2016/NĐ-CP,Bộ Tài chính,BAN_HANH_BOI,openclaw0,0.99,Theo đề nghị của Bộ trưởng Bộ Tài chính
73/2016/NĐ-CP,Hiệp hội bảo hiểm Việt Nam,BAN_HANH_BOI,openclaw0,0.98,Nhà nước tạo điều kiện để Hiệp hội bảo hiểm Việt Nam và các tổ chức xã hội - nghề nghiệp tăng cường vai trò tự quản trong lĩnh vực bảo hiểm
73/2016/NĐ-CP,Doanh nghiệp bảo hiểm,AP_DUNG_CHO,openclaw0,0.99,Nghị định này áp dụng đối với: a) Doanh nghiệp bảo hiểm;
73/2016/NĐ-CP,Chi nhánh nước ngoài,AP_DUNG_CHO,openclaw0,0.99,b) Chi nhánh nước ngoài;
73/2016/NĐ-CP,Doanh nghiệp môi giới bảo hiểm,AP_DUNG_CHO,openclaw0,0.99,"c) Doanh nghiệp môi giới bảo hiểm, đại lý bảo hiểm;"
73/2016/NĐ-CP,Đại lý bảo hiểm,AP_DUNG_CHO,openclaw0,0.99,"c) Doanh nghiệp môi giới bảo hiểm, đại lý bảo hiểm;"
73/2016/NĐ-CP,"Các tổ chức, cá nhân khác có liên quan",AP_DUNG_CHO,openclaw0,0.99,"d) Các tổ chức, cá nhân khác có liên quan."
73/2016/NĐ-CP,Kinh doanh bảo hiểm,THUOC_LINH_VUC,openclaw0,0.99,"NGHỊ ĐỊNH QUY ĐỊNH CHI TIẾT THI HÀNH LUẬT KINH DOANH BẢO HIỂM VÀ LUẬT SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA LUẬT KINH DOANH BẢO HIỂM"
73/2016/NĐ-CP,Bảo hiểm nhân thọ,THUOC_LINH_VUC,openclaw0,0.99,Thành lập và hoạt động của các doanh nghiệp bảo hiểm nhân thọ
73/2016/NĐ-CP,Bảo hiểm phi nhân thọ,THUOC_LINH_VUC,openclaw0,0.99,doanh nghiệp bảo hiểm phi nhân thọ
73/2016/NĐ-CP,Bảo hiểm sức khỏe,THUOC_LINH_VUC,openclaw0,0.99,doanh nghiệp bảo hiểm sức khỏe
73/2016/NĐ-CP,Tái bảo hiểm,THUOC_LINH_VUC,openclaw0,0.99,doanh nghiệp tái bảo hiểm
73/2016/NĐ-CP,Môi giới bảo hiểm,THUOC_LINH_VUC,openclaw0,0.99,doanh nghiệp môi giới bảo hiểm
73/2016/NĐ-CP,Đại lý bảo hiểm,THUOC_LINH_VUC,openclaw0,0.99,đại lý bảo hiểm
73/2016/NĐ-CP,Cung cấp dịch vụ bảo hiểm qua biên giới,THUOC_LINH_VUC,openclaw0,0.99,cung cấp dịch vụ bảo hiểm qua biên giới
73/2016/NĐ-CP,Quản lý tài chính trong lĩnh vực bảo hiểm,THUOC_LINH_VUC,openclaw0,0.98,"Chế độ quản lý tài chính đối với các doanh nghiệp bảo hiểm, chi nhánh nước ngoài, doanh nghiệp môi giới bảo hiểm"
105/2016/TT-BTC,Trần Xuân Hà,KY_BOI,metadata,1.0,metadata.csv: Trần Xuân Hà
105/2016/TT-BTC,"tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm và các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu",AP_DUNG_CHO,rule,0.85,"ng ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm và hoạt động nhận ủy thác đầu tư gián tiếp ra nước ngoài của công ty quản lý quỹ. Điều 2. Đối tượng áp dụng Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm và các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài. Điều 3. Giải thích từ ngữ Ngoài các từ ngữ đã được giải thích trong Nghị định số 135/2015/NĐ-CP ngày 31/12/2015 của Chính phủ quy định về đầu tư gián tiếp ra nước ngoài (sau đây gọi là Nghị đ"
105/2016/TT-BTC,"trường hợp quy định tại khoản 1, điểm b khoản 4 Điều này)",AP_DUNG_CHO,rule,0.85,"về quyết định thu hồi giấy chứng nhận đăng ký hoạt động nhận ủy thác đầu tư gián tiếp ra nước ngoài; b) Không ký mới, gia hạn các hợp đồng ủy thác đầu tư gián tiếp ra nước ngoài (áp dụng đối với trường hợp quy định tại khoản 1, điểm b khoản 4 Điều này); c) Chấm dứt việc giao dịch và quản lý tài sản ở nước ngoài, trừ các giao dịch với mục đích tất toán danh mục đầu tư của khách hàng ủy thác; d) Thực hiện thanh lý các hợp đồng ủy thác đầu tư, tất toán tài khoản danh mục"
41/2016/TT-NHNN,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,metadata,1.0,metadata.csv: Ngân hàng Nhà nước Việt Nam
41/2016/TT-NHNN,Nguyễn Đồng Tiến,KY_BOI,metadata,1.0,metadata.csv: Nguyễn Đồng Tiến
41/2016/TT-NHNN,"Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,metadata,1.0,"metadata.csv: Thanh tra, giám sát ngân hàng"
41/2016/TT-NHNN,các ngân hàng được đặt vào kiểm soát đặc biệt,AP_DUNG_CHO,rule,0.85,"ân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ phần, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài; b) Chi nhánh ngân hàng nước ngoài. 3. Thông tư này không áp dụng đối với các ngân hàng được đặt vào kiểm soát đặc biệt. Điều 2. Giải thích từ ngữ Trong Thông tư này, các từ ngữ dưới đây được hiểu như sau: 1. Tài sản tài chính là các loại tài sản sau: a) Tiền mặt; b) Công cụ vốn chủ sở hữu của đơn vị khác; c) Quyền theo hợp đồng để: (i)"
41/2016/TT-NHNN,khách hàng đó,AP_DUNG_CHO,rule,0.85,"của các doanh nghiệp xếp hạng tín nhiệm độc lập khác nhau thì ngân hàng, chi nhánh ngân hàng nước ngoài phải sử dụng thứ hạng tín nhiệm tương ứng hệ số rủi ro tín dụng cao nhất để áp dụng đối với khách hàng đó; c) Không sử dụng thứ hạng tín nhiệm của tập đoàn để áp dụng hệ số rủi ro tín dụng đối với công ty con, công ty liên kết trong tập đoàn đó; d) Chỉ sử dụng thứ hạng tín nhiệm để áp dụng hệ số rủi ro đối với xếp hạng tín"
41/2016/TT-NHNN,khoản phải đòi đó,AP_DUNG_CHO,rule,0.85,"của các doanh nghiệp xếp hạng tín nhiệm độc lập khác nhau thì ngân hàng, chi nhánh ngân hàng nước ngoài phải sử dụng thứ hạng tín nhiệm tương ứng hệ số rủi ro tín dụng cao nhất để áp dụng đối với khoản phải đòi đó; g) Trường hợp khoản phải đòi không có thứ hạng tín nhiệm thì ngân hàng, chi nhánh ngân hàng nước ngoài áp dụng theo thứ tự như sau: (i) Nếu khách hàng, đối tác có các khoản phải đòi, nợ phải trả tài chính khác có thứ h"
41/2016/TT-NHNN,"các doanh nghiệp không cung cấp Báo cáo tài chính cho ngân hàng, chi nhánh ngân hàng nước ngoài để tính các chỉ tiêu doanh thu, tỷ lệ đòn bảy, vốn chủ sở hữu",AP_DUNG_CHO,rule,0.85,"100% 80% 60% 50% Tỷ lệ đòn bẩy từ 25% đến 50% 125% 110% 95% 80% Tỷ lệ đòn bẩy trên 50% 160% 150% 140% 120% Vốn chủ sở hữu âm hoặc bằng 0 250% (ii) Hệ số rủi ro tín dụng 200% được áp dụng đối với các doanh nghiệp không cung cấp Báo cáo tài chính cho ngân hàng, chi nhánh ngân hàng nước ngoài để tính các chỉ tiêu doanh thu, tỷ lệ đòn bảy, vốn chủ sở hữu; (iii) Đối với các doanh nghiệp thành lập mới (không bao gồm các trường hợp thành lập do tổ chức lại, chuyển đổi hình thức pháp lý,...), hoạt động chưa được 01 năm, hệ số rủi ro tín dụng là 150%. c) Đối với khoản cấp tí"
41/2016/TT-NHNN,khoản phải đòi được bảo đảm bằng bất động sản không kinh doanh theo chỉ tiêu Tỷ lệ bảo đảm (LTV) như sau: LTV LTV dưới 40% LTV từ 40% trở lên đến dưới 60% LTV từ 60% trở lên đến dư,AP_DUNG_CHO,rule,0.85,"hi ngân hàng, chi nhánh ngân hàng nước ngoài có thông tin giá trị của tài sản bảo đảm bị suy giảm trên 30% so với giá trị tại thời điểm xác định gần nhất. b) Hệ số rủi ro tín dụng áp dụng đối với khoản phải đòi được bảo đảm bằng bất động sản không kinh doanh theo chỉ tiêu Tỷ lệ bảo đảm (LTV) như sau: LTV LTV dưới 40% LTV từ 40% trở lên đến dưới 60% LTV từ 60% trở lên đến dưới 80% LTV từ 80% trở lên đến dưới 90% LTV từ 90% trở lên đến dưới 100% LTV từ 100% trở lên Hệ số rủi ro 30% 40% 50% 70% 80% 100% c) Đối với khoản phải đòi được đảm bảo bằng bất động sản kinh doanh, hệ số rủi ro tín dụng"
41/2016/TT-NHNN,"khoản phải đòi được đảm bảo bằng bất động sản mà ngân hàng, chi nhánh ngân hàng nước ngoài không có thông tin về Tỷ lệ bảo đảm (LTV)",AP_DUNG_CHO,rule,0.85,"xác định riêng cho từng bất động sản kinh doanh và bất động sản không kinh doanh tương ứng theo tỷ lệ tổng diện tích mặt bằng của bất động sản; đ) Hệ số rủi ro tín dụng 150% được áp dụng đối với khoản phải đòi được đảm bảo bằng bất động sản mà ngân hàng, chi nhánh ngân hàng nước ngoài không có thông tin về Tỷ lệ bảo đảm (LTV); e) Hệ số rủi ro tín dụng 200% được áp dụng đối với tài sản là khoản cấp tín dụng tài trợ dự án kinh doanh bất động sản. 11. Đối với tài sản là khoản cho vay thế chấp nhà, ngân hàng, chi nhánh ngân hàng nước ngoài thực"
41/2016/TT-NHNN,tài sản là khoản cấp tín dụng tài trợ dự án kinh doanh bất động sản,AP_DUNG_CHO,rule,0.85,"ng đối với khoản phải đòi được đảm bảo bằng bất động sản mà ngân hàng, chi nhánh ngân hàng nước ngoài không có thông tin về Tỷ lệ bảo đảm (LTV); e) Hệ số rủi ro tín dụng 200% được áp dụng đối với tài sản là khoản cấp tín dụng tài trợ dự án kinh doanh bất động sản. 11. Đối với tài sản là khoản cho vay thế chấp nhà, ngân hàng, chi nhánh ngân hàng nước ngoài thực hiện như sau: a) Xác định Tỷ lệ bảo đảm (LTV) theo quy định tại khoản 10 Điều này và Tỷ lệ thu nhập (viết tắt là DSC) đố"
41/2016/TT-NHNN,khoản cho vay thế chấp nhà ở theo Tỷ lệ bảo đảm (LTV) và Tỷ lệ thu nhập (DSC) như sau: Các khoản cho vay thế chấp nhà ở LTV dưới 40% LTV từ 40% trở lên đến dưới 60% LTV từ 60% trở,AP_DUNG_CHO,rule,0.85,"hộ gia đình. (ii) Tỷ lệ thu nhập (DSC) phải được xác định lại khi ngân hàng, chi nhánh ngân hàng nước ngoài có thông tin thay đổi về tổng thu nhập của khách hàng. b) Hệ số rủi ro áp dụng cho khoản cho vay thế chấp nhà ở theo Tỷ lệ bảo đảm (LTV) và Tỷ lệ thu nhập (DSC) như sau: Các khoản cho vay thế chấp nhà ở LTV dưới 40% LTV từ 40% trở lên đến dưới 60% LTV từ 60% trở lên đến dưới 80% LTV từ 80% trở lên đến dưới 90% LTV từ 90% trở lên đến LTV từ 100% trở lên dưới 100% DSC từ 35% trở xuống 25% 30% 40% 50% 60% 80% DSC trên 35% 30% 40% 50% 70% 80% 100% c) Hệ số rủi ro tín dụng 200% được"
